state,fbi_state,fbi_county,fstate,fips_county,name
IA,14,25,19,49,Dallas
IA,14,26,19,51,Davis
IA,14,27,19,53,Decatur
IA,14,28,19,55,Delaware
IA,14,29,19,57,Des Moines
IA,14,30,19,59,Dickinson
IA,14,31,19,61,Dubuque
IA,14,32,19,63,Emmet
IA,14,33,19,65,Fayette
IA,14,34,19,67,Floyd
IA,14,35,19,69,Franklin
IA,14,36,19,71,Fremont
IA,14,37,19,73,Greene
IA,14,38,19,75,Grundy
IA,14,39,19,77,Guthrie
IA,14,40,19,79,Hamilton
IA,14,41,19,81,Hancock
IA,14,42,19,83,Hardin
IA,14,43,19,85,Harrison
IA,14,44,19,87,Henry
IA,14,45,19,89,Howard
IA,14,46,19,91,Humboldt
IA,14,47,19,93,Ida
IA,14,48,19,95,Iowa
IA,14,49,19,97,Jackson
IA,14,50,19,99,Jasper
IA,14,51,19,101,Jefferson
IA,14,52,19,103,Johnson
IA,14,53,19,105,Jones
IA,14,54,19,107,Keokuk
IA,14,55,19,109,Kossuth
IA,14,56,19,111,Lee
IA,14,57,19,113,Linn
IA,14,58,19,115,Louisa
IA,14,59,19,117,Lucas
IA,14,60,19,119,Lyon
IA,14,61,19,121,Madison
IA,14,62,19,123,Mahaska
IA,14,63,19,125,Marion
IA,14,64,19,127,Marshall
IA,14,65,19,129,Mills
IA,14,66,19,131,Mitchell
IA,14,67,19,133,Monona
IA,14,68,19,135,Monroe
IA,14,69,19,137,Montgomery
IA,14,70,19,139,Muscatine
IA,14,71,19,141,O'Brien
IA,14,72,19,143,Osceola
IA,14,73,19,145,Page
IA,14,74,19,147,Palo Alto
IA,14,75,19,149,Plymouth
IA,14,76,19,151,Pocahontas
IA,14,77,19,153,Polk
IA,14,78,19,155,Pottawattamie
IA,14,79,19,157,Poweshiek
IA,14,80,19,159,Ringgold
IA,14,81,19,161,Sac
IA,14,82,19,163,Scott
IA,14,83,19,165,Shelby
IA,14,84,19,167,Sioux
IA,14,85,19,169,Story
IA,14,86,19,171,Tama
IA,14,87,19,173,Taylor
IA,14,88,19,175,Union
IA,14,89,19,177,Van Buren
IA,14,90,19,179,Wapello
IA,14,91,19,181,Warren
IA,14,92,19,183,Washington
IA,14,93,19,185,Wayne
IA,14,94,19,187,Webster
IA,14,95,19,189,Winnebago
IA,14,96,19,191,Winneshiek
IA,14,97,19,193,Woodbury
IA,14,98,19,195,Worth
IA,14,99,19,197,Wright
KS,15,1,20,1,Allen
KS,15,2,20,3,Anderson
KS,15,3,20,5,Atchison
KS,15,4,20,7,Barber
KS,15,5,20,9,Barton
KS,15,6,20,11,Bourbon
KS,15,7,20,13,Brown
KS,15,8,20,15,Butler
KS,15,9,20,17,Chase
KS,15,10,20,19,Chautauqua
KS,15,11,20,21,Cherokee
KS,15,12,20,23,Cheyenne
KS,15,13,20,25,Clark
KS,15,14,20,27,Clay
KS,15,15,20,29,Cloud
KS,15,16,20,31,Coffey
KS,15,17,20,33,Comanche
KS,15,18,20,35,Cowley
KS,15,19,20,37,Crawford
KS,15,20,20,39,Decatur
KS,15,21,20,41,Dickinson
KS,15,22,20,43,Doniphan
KS,15,23,20,45,Douglas
KS,15,24,20,47,Edwards
KS,15,25,20,49,Elk
KS,15,26,20,51,Ellis
KS,15,27,20,53,Ellsworth
KS,15,28,20,55,Finney
KS,15,29,20,57,Ford
KS,15,30,20,59,Franklin
KS,15,31,20,61,Geary
KS,15,32,20,63,Gove
KS,15,33,20,65,Graham
KS,15,34,20,67,Grant
KS,15,35,20,69,Gray
KS,15,36,20,71,Greeley
KS,15,37,20,73,Greenwood
KS,15,38,20,75,Hamilton
KS,15,39,20,77,Harper
KS,15,40,20,79,Harvey
KS,15,41,20,81,Haskell
KS,15,42,20,83,Hodgeman
KS,15,43,20,85,Jackson
KS,15,44,20,87,Jefferson
KS,15,45,20,89,Jewell
KS,15,46,20,91,Johnson
KS,15,47,20,93,Kearny
KS,15,48,20,95,Kingman
KS,15,49,20,97,Kiowa
KS,15,50,20,99,Labette
KS,15,51,20,101,Lane
KS,15,52,20,103,Leavenworth
KS,15,53,20,105,Lincoln
KS,15,54,20,107,Linn
KS,15,55,20,109,Logan
KS,15,56,20,111,Lyon
KS,15,57,20,113,McPherson
KS,15,58,20,115,Marion
KS,15,59,20,117,Marshall
KS,15,60,20,119,Meade
KS,15,61,20,121,Miami
KS,15,62,20,123,Mitchell
KS,15,63,20,125,Montgomery
KS,15,64,20,127,Morris
KS,15,65,20,129,Morton
KS,15,66,20,131,Nemaha
KS,15,67,20,133,Neosho
KS,15,68,20,135,Ness
KS,15,69,20,137,Norton
KS,15,70,20,139,Osage
KS,15,71,20,141,Osborne
KS,15,72,20,143,Ottawa
KS,15,73,20,145,Pawnee
KS,15,74,20,147,Phillips
KS,15,75,20,149,Pottawatomie
KS,15,76,20,151,Pratt
KS,15,77,20,153,Rawlins
KS,15,78,20,155,Reno
KS,15,79,20,157,Republic
KS,15,80,20,159,Rice
KS,15,81,20,161,Riley
KS,15,82,20,163,Rooks
KS,15,83,20,165,Rush
KS,15,84,20,167,Russell
KS,15,85,20,169,Saline
KS,15,86,20,171,Scott
KS,15,87,20,173,Sedgwick
KS,15,88,20,175,Seward
KS,15,89,20,177,Shawnee
KS,15,90,20,179,Sheridan
KS,15,91,20,181,Sherman
KS,15,92,20,183,Smith
KS,15,93,20,185,Stafford
KS,15,94,20,187,Stanton
KS,15,95,20,189,Stevens
KS,15,96,20,191,Sumner
KS,15,97,20,193,Thomas
KS,15,98,20,195,Trego
KS,15,99,20,197,Wabaunsee
KS,15,100,20,199,Wallace
KS,15,101,20,201,Washington
KS,15,102,20,203,Wichita
KS,15,103,20,205,Wilson
KS,15,104,20,207,Woodson
KS,15,105,20,209,Wyandotte
KY,16,1,21,1,Adair
KY,16,2,21,3,Allen
KY,16,3,21,5,Anderson
KY,16,4,21,7,Ballard
KY,16,5,21,9,Barren
KY,16,6,21,11,Bath
KY,16,7,21,13,Bell
KY,16,8,21,15,Boone
KY,16,9,21,17,Bourbon
KY,16,10,21,19,Boyd
KY,16,11,21,21,Boyle
KY,16,12,21,23,Bracken
KY,16,13,21,25,Breathitt
KY,16,14,21,27,Breckinridge
KY,16,15,21,29,Bullitt
KY,16,16,21,31,Butler
KY,16,17,21,33,Caldwell
KY,16,18,21,35,Calloway
KY,16,19,21,37,Campbell
KY,16,20,21,39,Carlisle
KY,16,21,21,41,Carroll
KY,16,22,21,43,Carter
KY,16,23,21,45,Casey
KY,16,24,21,47,Christian
KY,16,25,21,49,Clark
KY,16,26,21,51,Clay
KY,16,27,21,53,Clinton
KY,16,28,21,55,Crittenden
KY,16,29,21,57,Cumberland
KY,16,30,21,59,Daviess
KY,16,31,21,61,Edmonson
KY,16,32,21,63,Elliott
KY,16,33,21,65,Estill
KY,16,34,21,67,Fayette
KY,16,35,21,69,Fleming
KY,16,36,21,71,Floyd
KY,16,37,21,73,Franklin
KY,16,38,21,75,Fulton
KY,16,39,21,77,Gallatin
KY,16,40,21,79,Garrard
KY,16,41,21,81,Grant
KY,16,42,21,83,Graves
KY,16,43,21,85,Grayson
KY,16,44,21,87,Green
KY,16,45,21,89,Greenup
KY,16,46,21,91,Hancock
KY,16,47,21,93,Hardin
KY,16,48,21,95,Harlan
KY,16,49,21,97,Harrison
KY,16,50,21,99,Hart
KY,16,51,21,101,Henderson
KY,16,52,21,103,Henry
KY,16,53,21,105,Hickman
KY,16,54,21,107,Hopkins
KY,16,55,21,109,Jackson
KY,16,56,21,111,Jefferson
KY,16,57,21,113,Jessamine
KY,16,58,21,115,Johnson
KY,16,59,21,117,Kenton
KY,16,60,21,119,Knott
KY,16,61,21,121,Knox
KY,16,62,21,123,Larue
KY,16,63,21,125,Laurel
KY,16,64,21,127,Lawrence
KY,16,65,21,129,Lee
KY,16,66,21,131,Leslie
KY,16,67,21,133,Letcher
KY,16,68,21,135,Lewis
KY,16,69,21,137,Lincoln
KY,16,70,21,139,Livingston
KY,16,71,21,141,Logan
KY,16,72,21,143,Lyon
KY,16,73,21,145,McCracken
KY,16,74,21,147,McCreary
KY,16,75,21,149,McLean
KY,16,76,21,151,Madison
KY,16,77,21,153,Magoffin
KY,16,78,21,155,Marion
KY,16,79,21,157,Marshall
KY,16,80,21,159,Martin
KY,16,81,21,161,Mason
KY,16,82,21,163,Meade
KY,16,83,21,165,Menifee
KY,16,84,21,167,Mercer
KY,16,85,21,169,Metcalfe
KY,16,86,21,171,Monroe
KY,16,87,21,173,Montgomery
KY,16,88,21,175,Morgan
KY,16,89,21,177,Muhlenberg
KY,16,90,21,179,Nelson
KY,16,91,21,181,Nicholas
KY,16,92,21,183,Ohio
KY,16,93,21,185,Oldham
KY,16,94,21,187,Owen
KY,16,95,21,189,Owsley
KY,16,96,21,191,Pendleton
KY,16,97,21,193,Perry
KY,16,98,21,195,Pike
KY,16,99,21,197,Powell
KY,16,100,21,199,Pulaski
KY,16,101,21,201,Robertson
KY,16,102,21,203,Rockcastle
KY,16,103,21,205,Rowan
KY,16,104,21,207,Russell
KY,16,105,21,209,Scott
KY,16,106,21,211,Shelby
KY,16,107,21,213,Simpson
KY,16,108,21,215,Spencer
KY,16,109,21,217,Taylor
KY,16,110,21,219,Todd
KY,16,111,21,221,Trigg
KY,16,112,21,223,Trimble
KY,16,113,21,225,Union
KY,16,114,21,227,Warren
KY,16,115,21,229,Washington
KY,16,116,21,231,Wayne
KY,16,117,21,233,Webster
KY,16,118,21,235,Whitley
KY,16,119,21,237,Wolfe
KY,16,120,21,239,Woodford
LA,17,1,22,1,Acadia
LA,17,2,22,3,Allen
LA,17,3,22,5,Ascension
LA,17,4,22,7,Assumption
LA,17,5,22,9,Avoyelles
LA,17,6,22,11,Beauregard
LA,17,7,22,13,Bienville
LA,17,8,22,15,Bossier
LA,17,9,22,17,Caddo
LA,17,10,22,19,Calcasieu
LA,17,11,22,21,Caldwell
LA,17,12,22,23,Cameron
LA,17,13,22,25,Catahoula
LA,17,14,22,27,Claiborne
LA,17,15,22,29,Concordia
LA,17,16,22,31,De Soto
LA,17,17,22,33,East Baton Rouge
LA,17,18,22,35,East Carroll
LA,17,19,22,37,East Feliciana
LA,17,20,22,39,Evangeline
LA,17,21,22,41,Franklin
LA,17,22,22,43,Grant
LA,17,23,22,45,Iberia
LA,17,24,22,47,Iberville
LA,17,25,22,49,Jackson
LA,17,26,22,51,Jefferson
LA,17,27,22,53,Jefferson Davis
LA,17,28,22,55,Lafayette
LA,17,29,22,57,Lafourche
LA,17,30,22,59,La Salle
LA,17,31,22,61,Lincoln
LA,17,32,22,63,Livingston
LA,17,33,22,65,Madison
LA,17,34,22,67,Morehouse
LA,17,35,22,69,Natchitoches
LA,17,36,22,71,Orleans
LA,17,37,22,73,Ouachita
LA,17,38,22,75,Plaquemines
LA,17,39,22,77,Pointe Coupee
LA,17,40,22,79,Rapides
LA,17,41,22,81,Red River
LA,17,42,22,83,Richland
LA,17,43,22,85,Sabine
LA,17,44,22,87,St Bernard
LA,17,45,22,89,St Charles
LA,17,46,22,91,St Helena
LA,17,47,22,93,St James
LA,17,48,22,95,St John The Baptist
LA,17,49,22,97,St Landry
LA,17,50,22,99,St Martin
LA,17,51,22,101,St Mary
LA,17,52,22,103,St Tammany
LA,17,53,22,105,Tangipahoa
LA,17,54,22,107,Tensas
LA,17,55,22,109,Terrebonne
LA,17,56,22,111,Union
LA,17,57,22,113,Vermilion
LA,17,58,22,115,Vernon
LA,17,59,22,117,Washington
LA,17,60,22,119,Webster
LA,17,61,22,121,West Baton Rouge
LA,17,62,22,123,West Carroll
LA,17,63,22,125,West Feliciana
LA,17,64,22,127,Winn
ME,18,1,23,1,Androscoggin
ME,18,2,23,3,Aroostook
ME,18,3,23,5,Cumberland
ME,18,4,23,7,Franklin
ME,18,5,23,9,Hancock
ME,18,6,23,11,Kennebec
ME,18,7,23,13,Knox
ME,18,8,23,15,Lincoln
ME,18,9,23,17,Oxford
ME,18,10,23,19,Penobscot
ME,18,11,23,21,Piscataquis
ME,18,12,23,23,Sagadahoc
ME,18,13,23,25,Somerset
ME,18,14,23,27,Waldo
ME,18,15,23,29,Washington
ME,18,16,23,31,York
MD,19,1,24,1,Allegany
MD,19,2,24,3,Anne Arundel
MD,19,3,24,5,Baltimore
MD,19,4,24,9,Calvert
MD,19,5,24,11,Caroline
MD,19,6,24,13,Carroll
MD,19,7,24,15,Cecil
MD,19,8,24,17,Charles
MD,19,9,24,19,Dorchester
MD,19,10,24,21,Frederick
MD,19,11,24,23,Garrett
MD,19,12,24,25,Harford
MD,19,13,24,27,Howard
MD,19,14,24,29,Kent
MD,19,15,24,31,Montgomery
MD,19,16,24,33,Prince George's
MD,19,17,24,35,Queen Anne's
MD,19,18,24,37,St Mary's
MD,19,19,24,39,Somerset
MD,19,20,24,41,Talbot
MD,19,21,24,43,Washington
MD,19,22,24,45,Wicomico
MD,19,23,24,47,Worcester
MD,19,0,24,510,Baltimore city
MA,20,1,25,1,Barnstable
MA,20,2,25,3,Berkshire
MA,20,3,25,5,Bristol
MA,20,4,25,7,Dukes
MA,20,5,25,9,Essex
MA,20,6,25,11,Franklin
MA,20,7,25,13,Hampden
MA,20,8,25,15,Hampshire
MA,20,9,25,17,Middlesex
MA,20,10,25,19,Nantucket
MA,20,11,25,21,Norfolk
MA,20,12,25,23,Plymouth
MA,20,13,25,25,Suffolk
MA,20,14,25,27,Worcester
MI,21,1,26,1,Alcona
MI,21,2,26,3,Alger
MI,21,3,26,5,Allegan
MI,21,4,26,7,Alpena
MI,21,5,26,9,Antrim
MI,21,6,26,11,Arenac
MI,21,7,26,13,Baraga
MI,21,8,26,15,Barry
MI,21,9,26,17,Bay
MI,21,10,26,19,Benzie
MI,21,11,26,21,Berrien
MI,21,12,26,23,Branch
MI,21,13,26,25,Calhoun
MI,21,14,26,27,Cass
MI,21,15,26,29,Charlevoix
MI,21,16,26,31,Cheboygan
MI,21,17,26,33,Chippewa
MI,21,18,26,35,Clare
MI,21,19,26,37,Clinton
MI,21,20,26,39,Crawford
MI,21,21,26,41,Delta
MI,21,22,26,43,Dickinson
MI,21,23,26,45,Eaton
MI,21,24,26,47,Emmet
MI,21,25,26,49,Genesee
MI,21,26,26,51,Gladwin
MI,21,27,26,53,Gogebic
MI,21,28,26,55,Grand Traverse
MI,21,29,26,57,Gratiot
MI,21,30,26,59,Hillsdale
MI,21,31,26,61,Houghton
MI,21,32,26,63,Huron
MI,21,33,26,65,Ingham
MI,21,34,26,67,Ionia
MI,21,35,26,69,Iosco
MI,21,36,26,71,Iron
MI,21,37,26,73,Isabella
MI,21,38,26,75,Jackson
MI,21,39,26,77,Kalamazoo
MI,21,40,26,79,Kalkaska
MI,21,41,26,81,Kent
MI,21,42,26,83,Keweenaw
MI,21,43,26,85,Lake
MI,21,44,26,87,Lapeer
MI,21,45,26,89,Leelanau
MI,21,46,26,91,Lenawee
MI,21,47,26,93,Livingston
MI,21,48,26,95,Luce
MI,21,49,26,97,Mackinac
MI,21,50,26,99,Macomb
MI,21,51,26,101,Manistee
MI,21,52,26,103,Marquette
MI,21,53,26,105,Mason
MI,21,54,26,107,Mecosta
MI,21,55,26,109,Menominee
MI,21,56,26,111,Midland
MI,21,57,26,113,Missaukee
MI,21,58,26,115,Monroe
MI,21,59,26,117,Montcalm
MI,21,60,26,119,Montmorency
MI,21,61,26,121,Muskegon
MI,21,62,26,123,Newaygo
MI,21,63,26,125,Oakland
MI,21,64,26,127,Oceana
MI,21,65,26,129,Ogemaw
MI,21,66,26,131,Ontonagon
MI,21,67,26,133,Osceola
MI,21,68,26,135,Oscoda
MI,21,69,26,137,Otsego
MI,21,70,26,139,Ottawa
MI,21,71,26,141,Presque Isle
MI,21,72,26,143,Roscommon
MI,21,73,26,145,Saginaw
MI,21,74,26,147,St Clair
MI,21,75,26,149,St Joseph
MI,21,76,26,151,Sanilac
MI,21,77,26,153,Schoolcraft
MI,21,78,26,155,Shiawassee
MI,21,79,26,157,Tuscola
MI,21,80,26,159,Van Buren
MI,21,81,26,161,Washtenaw
MI,21,82,26,163,Wayne
MI,21,83,26,165,Wexford
MN,22,1,27,1,Aitkin
MN,22,2,27,3,Anoka
MN,22,3,27,5,Becker
MN,22,4,27,7,Beltrami
MN,22,5,27,9,Benton
MN,22,6,27,11,Big Stone
MN,22,7,27,13,Blue Earth
MN,22,8,27,15,Brown
MN,22,9,27,17,Carlton
MN,22,10,27,19,Carver
MN,22,11,27,21,Cass
MN,22,12,27,23,Chippewa
MN,22,13,27,25,Chisago
MN,22,14,27,27,Clay
MN,22,15,27,29,Clearwater
MN,22,16,27,31,Cook
MN,22,17,27,33,Cottonwood
MN,22,18,27,35,Crow Wing
MN,22,19,27,37,Dakota
MN,22,20,27,39,Dodge
MN,22,21,27,41,Douglas
MN,22,22,27,43,Faribault
MN,22,23,27,45,Fillmore
MN,22,24,27,47,Freeborn
MN,22,25,27,49,Goodhue
MN,22,26,27,51,Grant
MN,22,27,27,53,Hennepin
MN,22,28,27,55,Houston
MN,22,29,27,57,Hubbard
MN,22,30,27,59,Isanti
MN,22,31,27,61,Itasca
MN,22,32,27,63,Jackson
MN,22,33,27,65,Kanabec
MN,22,34,27,67,Kandiyohi
MN,22,35,27,69,Kittson
MN,22,36,27,71,Koochiching
MN,22,37,27,73,Lac qui Parle
MN,22,38,27,75,Lake
MN,22,39,27,77,Lake Of The Woods
MN,22,40,27,79,Le Sueur
MN,22,41,27,81,Lincoln
MN,22,42,27,83,Lyon
MN,22,43,27,85,McLeod
MN,22,44,27,87,Mahnomen
MN,22,45,27,89,Marshall
MN,22,46,27,91,Martin
MN,22,47,27,93,Meeker
MN,22,48,27,95,Mille Lacs
MN,22,49,27,97,Morrison
MN,22,50,27,99,Mower
MN,22,51,27,101,Murray
MN,22,52,27,103,Nicollet
MN,22,53,27,105,Nobles
MN,22,54,27,107,Norman
MN,22,55,27,109,Olmsted
MN,22,56,27,111,Otter Tail
MN,22,57,27,113,Pennington
MN,22,58,27,115,Pine
MN,22,59,27,117,Pipestone
MN,22,60,27,119,Polk
MN,22,61,27,121,Pope
MN,22,62,27,123,Ramsey
MN,22,63,27,125,Red Lake
MN,22,64,27,127,Redwood
MN,22,65,27,129,Renville
MN,22,66,27,131,Rice
MN,22,67,27,133,Rock
MN,22,68,27,135,Roseau
MN,22,69,27,137,St Louis
MN,22,70,27,139,Scott
MN,22,71,27,141,Sherburne
MN,22,72,27,143,Sibley
MN,22,73,27,145,Stearns
MN,22,74,27,147,Steele
MN,22,75,27,149,Stevens
MN,22,76,27,151,Swift
MN,22,77,27,153,Todd
MN,22,78,27,155,Traverse
MN,22,79,27,157,Wabasha
MN,22,80,27,159,Wadena
MN,22,81,27,161,Waseca
MN,22,82,27,163,Washington
MN,22,83,27,165,Watonwan
MN,22,84,27,167,Wilkin
MN,22,85,27,169,Winona
MN,22,86,27,171,Wright
MN,22,87,27,173,Yellow Medicine
MS,23,1,28,1,Adams
MS,23,2,28,3,Alcorn
MS,23,3,28,5,Amite
MS,23,4,28,7,Attala
MS,23,5,28,9,Benton
MS,23,6,28,11,Bolivar
MS,23,7,28,13,Calhoun
MS,23,8,28,15,Carroll
MS,23,9,28,17,Chickasaw
MS,23,10,28,19,Choctaw
MS,23,11,28,21,Claiborne
MS,23,12,28,23,Clarke
MS,23,13,28,25,Clay
MS,23,14,28,27,Coahoma
MS,23,15,28,29,Copiah
MS,23,16,28,31,Covington
MS,23,17,28,33,De Soto
MS,23,18,28,35,Forrest
MS,23,19,28,37,Franklin
MS,23,20,28,39,George
MS,23,21,28,41,Greene
MS,23,22,28,43,Grenada
MS,23,23,28,45,Hancock
MS,23,24,28,47,Harrison
MS,23,25,28,49,Hinds
MS,23,26,28,51,Holmes
MS,23,27,28,53,Humphreys
MS,23,28,28,55,Issaquena
MS,23,29,28,57,Itawamba
MS,23,30,28,59,Jackson
MS,23,31,28,61,Jasper
MS,23,32,28,63,Jefferson
MS,23,33,28,65,Jefferson Davis
MS,23,34,28,67,Jones
MS,23,35,28,69,Kemper
MS,23,36,28,71,Lafayette
MS,23,37,28,73,Lamar
MS,23,38,28,75,Lauderdale
MS,23,39,28,77,Lawrence
MS,23,40,28,79,Leake
MS,23,41,28,81,Lee
MS,23,42,28,83,Leflore
MS,23,43,28,85,Lincoln
MS,23,44,28,87,Lowndes
MS,23,45,28,89,Madison
MS,23,46,28,91,Marion
MS,23,47,28,93,Marshall
MS,23,48,28,95,Monroe
MS,23,49,28,97,Montgomery
MS,23,50,28,99,Neshoba
MS,23,51,28,101,Newton
MS,23,52,28,103,Noxubee
MS,23,53,28,105,Oktibbeha
MS,23,54,28,107,Panola
MS,23,55,28,109,Pearl River
MS,23,56,28,111,Perry
MS,23,57,28,113,Pike
MS,23,58,28,115,Pontotoc
MS,23,59,28,117,Prentiss
MS,23,60,28,119,Quitman
MS,23,61,28,121,Rankin
MS,23,62,28,123,Scott
MS,23,63,28,125,Sharkey
MS,23,64,28,127,Simpson
MS,23,65,28,129,Smith
MS,23,66,28,131,Stone
MS,23,67,28,133,Sunflower
MS,23,68,28,135,Tallahatchie
MS,23,69,28,137,Tate
MS,23,70,28,139,Tippah
MS,23,71,28,141,Tishomingo
MS,23,72,28,143,Tunica
MS,23,73,28,145,Union
MS,23,74,28,147,Walthall
MS,23,75,28,149,Warren
MS,23,76,28,151,Washington
MS,23,77,28,153,Wayne
MS,23,78,28,155,Webster
MS,23,79,28,157,Wilkinson
MS,23,80,28,159,Winston
MS,23,81,28,161,Yalobusha
MS,23,82,28,163,Yazoo
MO,24,1,29,1,Adair
MO,24,2,29,3,Andrew
MO,24,3,29,5,Atchison
MO,24,4,29,7,Audrain
MO,24,5,29,9,Barry
MO,24,6,29,11,Barton
MO,24,7,29,13,Bates
MO,24,8,29,15,Benton
MO,24,9,29,17,Bollinger
MO,24,10,29,19,Boone
MO,24,11,29,21,Buchanan
MO,24,12,29,23,Butler
MO,24,13,29,25,Caldwell
MO,24,14,29,27,Callaway
MO,24,15,29,29,Camden
MO,24,16,29,31,Cape Girardeau
MO,24,17,29,33,Carroll
MO,24,18,29,35,Carter
MO,24,19,29,37,Cass
MO,24,20,29,39,Cedar
MO,24,21,29,41,Chariton
MO,24,22,29,43,Christian
MO,24,23,29,45,Clark
MO,24,24,29,47,Clay
MO,24,25,29,49,Clinton
MO,24,26,29,51,Cole
MO,24,27,29,53,Cooper
MO,24,28,29,55,Crawford
MO,24,29,29,57,Dade
MO,24,30,29,59,Dallas
MO,24,31,29,61,Daviess
MO,24,32,29,63,De Kalb
MO,24,33,29,65,Dent
MO,24,34,29,67,Douglas
MO,24,35,29,69,Dunklin
MO,24,36,29,71,Franklin
MO,24,37,29,73,Gasconade
MO,24,38,29,75,Gentry
MO,24,39,29,77,Greene
MO,24,40,29,79,Grundy
MO,24,41,29,81,Harrison
MO,24,42,29,83,Henry
MO,24,43,29,85,Hickory
MO,24,44,29,87,Holt
MO,24,45,29,89,Howard
MO,24,46,29,91,Howell
MO,24,47,29,93,Iron
MO,24,48,29,95,Jackson
MO,24,49,29,97,Jasper
MO,24,50,29,99,Jefferson
MO,24,51,29,101,Johnson
MO,24,52,29,103,Knox
MO,24,53,29,105,Laclede
MO,24,54,29,107,Lafayette
MO,24,55,29,109,Lawrence
MO,24,56,29,111,Lewis
MO,24,57,29,113,Lincoln
MO,24,58,29,115,Linn
MO,24,59,29,117,Livingston
MO,24,60,29,119,McDonald
MO,24,61,29,121,Macon
MO,24,62,29,123,Madison
MO,24,63,29,125,Maries
MO,24,64,29,127,Marion
MO,24,65,29,129,Mercer
MO,24,66,29,131,Miller
MO,24,67,29,133,Mississippi
MO,24,68,29,135,Moniteau
MO,24,69,29,137,Monroe
MO,24,70,29,139,Montgomery
MO,24,71,29,141,Morgan
MO,24,72,29,143,New Madrid
MO,24,73,29,145,Newton
MO,24,74,29,147,Nodaway
MO,24,75,29,149,Oregon
MO,24,76,29,151,Osage
MO,24,77,29,153,Ozark
MO,24,78,29,155,Pemiscot
MO,24,79,29,157,Perry
MO,24,80,29,159,Pettis
MO,24,81,29,161,Phelps
MO,24,82,29,163,Pike
MO,24,83,29,165,Platte
MO,24,84,29,167,Polk
MO,24,85,29,169,Pulaski
MO,24,86,29,171,Putnam
MO,24,87,29,173,Ralls
MO,24,88,29,175,Randolph
MO,24,89,29,177,Ray
MO,24,90,29,179,Reynolds
MO,24,91,29,181,Ripley
MO,24,92,29,183,St Charles
MO,24,93,29,185,St Clair
MO,24,96,29,186,Ste Genevieve
MO,24,94,29,187,St Francois
MO,24,95,29,189,St Louis
MO,24,97,29,195,Saline
MO,24,98,29,197,Schuyler
MO,24,99,29,199,Scotland
MO,24,100,29,201,Scott
MO,24,101,29,203,Shannon
MO,24,102,29,205,Shelby
MO,24,103,29,207,Stoddard
MO,24,104,29,209,Stone
MO,24,105,29,211,Sullivan
MO,24,106,29,213,Taney
MO,24,107,29,215,Texas
